,gene_ids,feature_types,genome,mt,chromosome,start,end,cnv_called,highly_variable,means,dispersions,dispersions_norm
CDC42SE1,ENSG00000197622.12_2,Gene Expression,GRCh37_liftover_v28,False,chr1,151050971.0,151070325.0,True,False,0.6961456769277258,1.3931915822721617,0.23881736
CCDC107,ENSG00000159884.11_4,Gene Expression,GRCh37_liftover_v28,False,chr9,35658290.0,35661511.0,True,False,0.6960240920300493,1.1653663005032349,-0.35612547
SRP19,ENSG00000153037.14_4,Gene Expression,GRCh37_liftover_v28,False,chr5,112861188.0,112898371.0,True,False,0.6956104060279127,1.0575551841407675,-0.63766336
TUBB4B,ENSG00000188229.5_2,Gene Expression,GRCh37_liftover_v28,False,chr9,137241287.0,137243707.0,True,True,0.6954896137271636,1.5051166007136842,0.5310983
PARP1,ENSG00000143799.12_2,Gene Expression,GRCh37_liftover_v28,False,chr1,226360210.0,226408154.0,True,False,0.6935043849509164,1.0935027599291738,-0.54378986
IER3,ENSG00000137331.11_2,Gene Expression,GRCh37_liftover_v28,False,chr6,30743199.0,30744548.0,True,True,0.6930514197413667,2.2268649848814177,2.4158716
HDLBP,ENSG00000115677.16_4,Gene Expression,GRCh37_liftover_v28,False,chr2,241227264.0,241317061.0,True,False,0.6919574989226859,1.2382233304165295,-0.16586666
KLF13,ENSG00000169926.10_3,Gene Expression,GRCh37_liftover_v28,False,chr15,31326835.0,31435665.0,True,False,0.6915516514932627,1.3239010564533296,0.05787212
PDCD6,ENSG00000249915.7_3,Gene Expression,GRCh37_liftover_v28,False,chr5,271621.0,314974.0,True,False,0.6896867528264737,1.0276416164115667,-0.71577966
LMO4,ENSG00000143013.12_2,Gene Expression,GRCh37_liftover_v28,False,chr1,87328880.0,87348923.0,True,False,0.689152446661231,1.407976791526262,0.27742746
PLPP5,ENSG00000147535.16_4,Gene Expression,GRCh37_liftover_v28,False,chr8,38263130.0,38269243.0,True,True,0.6887400407577365,1.5442799372974003,0.63336945
ARID4B,ENSG00000054267.21_3,Gene Expression,GRCh37_liftover_v28,False,chr1,235131634.0,235328219.0,True,False,0.6883897500611181,1.2876577803782183,-0.03677355
ATP1A1,ENSG00000163399.15_2,Gene Expression,GRCh37_liftover_v28,False,chr1,116372668.0,116410261.0,True,False,0.6876127438183508,1.1626161579452239,-0.36330718
BUD31,ENSG00000106245.10_2,Gene Expression,GRCh37_liftover_v28,False,chr7,99408641.0,99419616.0,True,False,0.6875921487472042,1.0710714920003652,-0.60236686
REL,ENSG00000162924.14_4,Gene Expression,GRCh37_liftover_v28,False,chr2,60881521.0,60931612.0,True,True,0.6872495570170859,1.549883248184274,0.6480019
NDUFB6,ENSG00000165264.6,Gene Expression,GRCh37_liftover_v28,False,chr9,32553001.0,32573184.0,True,False,0.6872201690633729,1.0315074306369914,-0.7056844
TTC3,ENSG00000182670.13_3,Gene Expression,GRCh37_liftover_v28,False,chr21,37073226.0,37203112.0,True,False,0.6870665533786743,1.1683545084338909,-0.34832206
PPM1G,ENSG00000115241.10_3,Gene Expression,GRCh37_liftover_v28,False,chr2,27381195.0,27409591.0,True,False,0.6857004397409076,1.1275303066506663,-0.45493037
DDOST,ENSG00000244038.9_5,Gene Expression,GRCh37_liftover_v28,False,chr1,20651767.0,20661544.0,True,False,0.6844472510812458,1.082876375354456,-0.57153964
ODF2L,ENSG00000122417.15_5,Gene Expression,GRCh37_liftover_v28,False,chr1,86346824.0,86396342.0,True,True,0.6844267719684225,1.6030590937967866,0.7868653
ALG5,ENSG00000120697.8_3,Gene Expression,GRCh37_liftover_v28,False,chr13,36949738.0,37000763.0,True,False,0.6837233017094129,1.2312755679470582,-0.18401003
KLRC2,ENSG00000205809.9_4,Gene Expression,GRCh37_liftover_v28,False,chr12,10426854.0,10442300.0,True,True,0.6834389292814907,2.614564199064892,3.4283092
CXCL3,ENSG00000163734.4_2,Gene Expression,GRCh37_liftover_v28,False,chr4,74036589.0,74038807.0,True,True,0.6830791014757992,3.1491935789226684,4.82444
RNF149,ENSG00000163162.8_2,Gene Expression,GRCh37_liftover_v28,False,chr2,101271219.0,101308701.0,True,False,0.6829885519653044,1.1784033474001014,-0.32208052
IVNS1ABP,ENSG00000116679.15_2,Gene Expression,GRCh37_liftover_v28,False,chr1,185296388.0,185317273.0,True,False,0.6829481712483194,1.4593244746459146,0.41151676
CLTB,ENSG00000175416.12_2,Gene Expression,GRCh37_liftover_v28,False,chr5,176392501.0,176416539.0,True,False,0.6829326233241503,1.041220219966005,-0.6803205
SNRPC,ENSG00000124562.9_3,Gene Expression,GRCh37_liftover_v28,False,chr6,34757505.0,34773857.0,True,False,0.6826506786792128,0.9838638481905454,-0.8301009
SURF4,ENSG00000148248.13_2,Gene Expression,GRCh37_liftover_v28,False,chr9,133361450.0,133376166.0,True,False,0.682338958951336,1.105049292155228,-0.51363724
IL2RB,ENSG00000100385.13_2,Gene Expression,GRCh37_liftover_v28,False,chr22,37125843.0,37175054.0,True,True,0.6818776303716455,1.7679576741786598,1.2174814
GSN,ENSG00000148180.19_4,Gene Expression,GRCh37_liftover_v28,False,chr9,121207794.0,121332843.0,True,True,0.6810175916417681,1.9076589141909996,1.5822971
AP3S1,ENSG00000177879.15_2,Gene Expression,GRCh37_liftover_v28,False,chr5,115841592.0,115914081.0,True,False,0.6809592136031958,1.090209908816507,-0.55238885
RNASE6,ENSG00000169413.2_2,Gene Expression,GRCh37_liftover_v28,False,chr14,20781268.0,20782467.0,True,True,0.6809351037684016,1.7699269885349307,1.2226241
TPD52,ENSG00000076554.15_5,Gene Expression,GRCh37_liftover_v28,False,chr8,80034745.0,80231232.0,True,False,0.6802763256732547,1.41875728301681,0.30557963
SMCHD1,ENSG00000101596.15_4,Gene Expression,GRCh37_liftover_v28,False,chr18,2655726.0,2805017.0,True,False,0.6801890462736614,1.3179631631412492,0.04236591
CD163,ENSG00000177575.12_3,Gene Expression,GRCh37_liftover_v28,False,chr12,7470811.0,7503893.0,True,True,0.6797966232022147,2.21788311753071,2.3924165
SNRPN,ENSG00000128739.22_4,Gene Expression,GRCh37_liftover_v28,False,chr15,24823637.0,24978723.0,True,False,0.6793461274490248,1.200864669637409,-0.26342505
LMNA,ENSG00000160789.19_2,Gene Expression,GRCh37_liftover_v28,False,chr1,156082573.0,156140081.0,True,True,0.6789510615265039,1.943842741544907,1.6767875
RNF19A,ENSG00000034677.12_3,Gene Expression,GRCh37_liftover_v28,False,chr8,100257060.0,100336218.0,True,True,0.6787120142105094,1.6223651612463328,0.83728117
MTHFD2,ENSG00000065911.11_2,Gene Expression,GRCh37_liftover_v28,False,chr2,74186172.0,74217565.0,True,False,0.6785833085645785,1.316828322982786,0.039402388
PIN1,ENSG00000127445.13_3,Gene Expression,GRCh37_liftover_v28,False,chr19,9835257.0,9849689.0,True,False,0.6781328703333432,1.1452263493156365,-0.4087189
SPI1,ENSG00000066336.11_2,Gene Expression,GRCh37_liftover_v28,False,chr11,47354860.0,47378547.0,True,True,0.6779264035022332,1.6472658052382811,0.9023067
GCC2,ENSG00000135968.20_3,Gene Expression,GRCh37_liftover_v28,False,chr2,108449107.0,108509415.0,True,False,0.6777423233656322,1.3409725067202551,0.102452494
SRSF4,ENSG00000116350.16_4,Gene Expression,GRCh37_liftover_v28,False,chr1,29147743.0,29181900.0,True,False,0.6774272062405795,1.093587868035305,-0.54356766
NKTR,ENSG00000114857.17_2,Gene Expression,GRCh37_liftover_v28,False,chr3,42600655.0,42648735.0,True,False,0.6768288742330253,1.2869220872891702,-0.038694743
GABPB1-AS1,ENSG00000244879.6_5,Gene Expression,GRCh37_liftover_v28,False,chr15,50354950.0,50372202.0,True,True,0.6767019479606451,1.5286899159373077,0.5926576
PRPF40A,ENSG00000196504.15_3,Gene Expression,GRCh37_liftover_v28,False,chr2,152651593.0,152718012.0,True,False,0.6762350399526795,1.0437051049888462,-0.67383146
NDUFA5,ENSG00000128609.14_2,Gene Expression,GRCh37_liftover_v28,False,chr7,123536997.0,123557904.0,True,False,0.6758697971574488,1.0222679832930248,-0.7298123
CD84,ENSG00000066294.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,160541095.0,160579516.0,True,False,0.675637019576146,1.3339850285433812,0.084205404
PTPN22,ENSG00000134242.15_2,Gene Expression,GRCh37_liftover_v28,False,chr1,113813811.0,113871753.0,True,True,0.6754359732055026,1.5839946248877574,0.73708034
PRMT2,ENSG00000160310.17_2,Gene Expression,GRCh37_liftover_v28,False,chr21,46635595.0,46665124.0,True,False,0.6753948370892086,1.1940167955654621,-0.28130758
UQCC2,ENSG00000137288.9_4,Gene Expression,GRCh37_liftover_v28,False,chr6,33694293.0,33711727.0,True,False,0.6752253327192492,1.0596649260992512,-0.632154
ALKBH7,ENSG00000125652.7_2,Gene Expression,GRCh37_liftover_v28,False,chr19,6372794.0,6375250.0,True,False,0.6751019828535612,1.024225464684398,-0.72470057
CHURC1,ENSG00000258289.8_4,Gene Expression,GRCh37_liftover_v28,False,chr14,64914361.0,64944591.0,True,False,0.6746635035270641,1.1501498976367974,-0.39586157
TKT,ENSG00000163931.15_2,Gene Expression,GRCh37_liftover_v28,False,chr3,53224712.0,53256052.0,True,False,0.6734950310823303,1.0261767037570146,-0.7196051
RBBP4,ENSG00000162521.18_4,Gene Expression,GRCh37_liftover_v28,False,chr1,32651142.0,32686211.0,True,False,0.6732715199699756,1.1280569331759744,-0.45355514
NME1,ENSG00000239672.7_3,Gene Expression,GRCh37_liftover_v28,False,chr17,51153559.0,51162428.0,True,False,0.6731563977994462,1.190499739163177,-0.29049203
POLR2G,ENSG00000168002.11_3,Gene Expression,GRCh37_liftover_v28,False,chr11,62761565.0,62766710.0,True,False,0.6727120464912486,1.2090232499890363,-0.24211973
NONO,ENSG00000147140.15_3,Gene Expression,GRCh37_liftover_v28,False,chrX,71254814.0,71301522.0,False,False,0.6725699487126023,1.0656357857787675,-0.6165617
PRDX3,ENSG00000165672.6_2,Gene Expression,GRCh37_liftover_v28,False,chr10,119167720.0,119178812.0,True,False,0.6723959567685951,0.9954685549752067,-0.79979634
NUDC,ENSG00000090273.13_3,Gene Expression,GRCh37_liftover_v28,False,chr1,26900238.0,26946871.0,True,False,0.6722804739119096,1.0681114068202961,-0.6100969
SEC14L1,ENSG00000129657.14_4,Gene Expression,GRCh37_liftover_v28,False,chr17,77088749.0,77217101.0,True,False,0.6721852593582403,1.2285105856913416,-0.1912305
LSM4,ENSG00000130520.10_4,Gene Expression,GRCh37_liftover_v28,False,chr19,18306236.0,18323112.0,True,False,0.671142673755364,1.1090658389068029,-0.50314844
FDPS,ENSG00000160752.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,155308748.0,155320666.0,True,False,0.6710826588171026,1.1146120507202506,-0.48866507
ANKRD11,ENSG00000167522.15_4,Gene Expression,GRCh37_liftover_v28,False,chr16,89267630.0,89490561.0,True,False,0.6708218584228401,1.284351711564003,-0.04540702
CREB3L2,ENSG00000182158.14_2,Gene Expression,GRCh37_liftover_v28,False,chr7,137874979.0,138002086.0,True,False,0.6689985735262961,1.444631678436981,0.373148
PSMB4,ENSG00000159377.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,151399560.0,151401937.0,True,False,0.6681123264888157,0.9863076029196277,-0.82371926
SSNA1,ENSG00000176101.11_2,Gene Expression,GRCh37_liftover_v28,False,chr9,137188660.0,137190370.0,True,False,0.668109573746742,1.0641019441865014,-0.62056714
PDXK,ENSG00000160209.18_2,Gene Expression,GRCh37_liftover_v28,False,chr21,43719094.0,43762307.0,True,False,0.6679292508958116,1.0633227190001389,-0.62260205
TOMM22,ENSG00000100216.5_2,Gene Expression,GRCh37_liftover_v28,False,chr22,38681957.0,38685421.0,True,False,0.6669452737066891,1.0125895178187043,-0.75508666
RSL1D1,ENSG00000171490.12_5,Gene Expression,GRCh37_liftover_v28,False,chr16,11833850.0,11851580.0,True,False,0.6666786273445354,1.0856237803261968,-0.564365
ERGIC2,ENSG00000087502.17_3,Gene Expression,GRCh37_liftover_v28,False,chr12,29337352.0,29381189.0,True,False,0.6666767284060602,1.1534351712206952,-0.3872824
GNB1,ENSG00000078369.17_2,Gene Expression,GRCh37_liftover_v28,False,chr1,1785285.0,1891117.0,True,False,0.666529991169671,1.008602559481179,-0.7654982
BCLAF1,ENSG00000029363.16_4,Gene Expression,GRCh37_liftover_v28,False,chr6,136256627.0,136289851.0,True,False,0.6663468556646132,1.1333279707665351,-0.43979034
ARID1B,ENSG00000049618.22_4,Gene Expression,GRCh37_liftover_v28,False,chr6,156776020.0,157210779.0,True,False,0.6656075299417058,1.240806810756233,-0.15912016
YPEL3,ENSG00000090238.11_3,Gene Expression,GRCh37_liftover_v28,False,chr16,30092314.0,30096915.0,True,False,0.6655715291876044,1.2360470256341678,-0.17154986
AKR1B1,ENSG00000085662.13_2,Gene Expression,GRCh37_liftover_v28,False,chr7,134442356.0,134459284.0,True,False,0.6653808189984269,1.1574742616390215,-0.37673473
ACP1,ENSG00000143727.15_2,Gene Expression,GRCh37_liftover_v28,False,chr2,264140.0,278283.0,True,False,0.664958173108441,1.0290155437553627,-0.71219176
CCL20,ENSG00000115009.12_3,Gene Expression,GRCh37_liftover_v28,False,chr2,227805739.0,227817564.0,True,True,0.6649527136150465,3.049038562733305,4.5628953
LPXN,ENSG00000110031.12_2,Gene Expression,GRCh37_liftover_v28,False,chr11,58526871.0,58578220.0,True,False,0.6649525572343504,1.1632309401181815,-0.36170176
SLTM,ENSG00000137776.16_3,Gene Expression,GRCh37_liftover_v28,False,chr15,58879050.0,58933679.0,True,False,0.6647000473965784,1.179907506082079,-0.31815258
CSK,ENSG00000103653.16_3,Gene Expression,GRCh37_liftover_v28,False,chr15,74782080.0,74803197.0,True,False,0.6638632434083915,1.1922313610146544,-0.28597006
HSPB11,ENSG00000081870.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,53916574.0,53945699.0,True,False,0.6633101645626852,1.1493779633804915,-0.3978774
EMC7,ENSG00000134153.9_5,Gene Expression,GRCh37_liftover_v28,False,chr15,34084017.0,34101862.0,True,False,0.6628884466744905,0.9739757976800532,-0.8559225
DCTN3,ENSG00000137100.15_3,Gene Expression,GRCh37_liftover_v28,False,chr9,34613545.0,34620523.0,True,False,0.6621616128156844,1.068473863644686,-0.60915035
FGFR1OP2,ENSG00000111790.13_3,Gene Expression,GRCh37_liftover_v28,False,chr12,26938470.0,26966650.0,True,False,0.6607100613755141,1.1085573569410212,-0.5044763
PSMD4,ENSG00000159352.15_4,Gene Expression,GRCh37_liftover_v28,False,chr1,151254709.0,151267479.0,True,False,0.6606367955503345,1.040022654827111,-0.6834478
CD38,ENSG00000004468.12_2,Gene Expression,GRCh37_liftover_v28,False,chr4,15778275.0,15853232.0,True,True,0.6604907523862888,1.514790957767622,0.5563619
MLEC,ENSG00000110917.7_2,Gene Expression,GRCh37_liftover_v28,False,chr12,120687149.0,120701859.0,True,False,0.6603244099165286,1.0042453022150395,-0.77687675
MEAF6,ENSG00000163875.15_3,Gene Expression,GRCh37_liftover_v28,False,chr1,37489993.0,37514766.0,True,False,0.660059654496955,1.1744810837395274,-0.33232313
KLRC1,ENSG00000134545.13_3,Gene Expression,GRCh37_liftover_v28,False,chr12,10442264.0,10454685.0,True,True,0.6598655692749127,2.9646420365670463,4.342502
TIMM13,ENSG00000099800.7_3,Gene Expression,GRCh37_liftover_v28,False,chr19,2425625.0,2427586.0,True,False,0.6597813905749274,1.0495057877918297,-0.65868354
ADRM1,ENSG00000130706.12_3,Gene Expression,GRCh37_liftover_v28,False,chr20,62302093.0,62308862.0,True,False,0.6597403650590743,1.015517917213465,-0.74743944
ERP44,ENSG00000023318.7_3,Gene Expression,GRCh37_liftover_v28,False,chr9,99979185.0,100099052.0,True,False,0.6593126239164847,0.9603549236248281,-0.89149207
C9orf78,ENSG00000136819.15_3,Gene Expression,GRCh37_liftover_v28,False,chr9,129827290.0,129835863.0,True,False,0.6583663989558136,1.2073038204134434,-0.24660985
LSM6,ENSG00000164167.10_3,Gene Expression,GRCh37_liftover_v28,False,chr4,146175703.0,146200000.0,True,False,0.6581972627210854,1.0697679329387006,-0.605771
UBALD2,ENSG00000185262.8_2,Gene Expression,GRCh37_liftover_v28,False,chr17,76265348.0,76271298.0,True,False,0.6578167441246889,1.2329147168688326,-0.17972957
C12orf75,ENSG00000235162.8_2,Gene Expression,GRCh37_liftover_v28,False,chr12,105235290.0,105396097.0,True,True,0.6577357092546312,1.6586765109943862,0.9321046
POLR3GL,ENSG00000121851.12_3,Gene Expression,GRCh37_liftover_v28,False,chr1,145964690.0,145978848.0,True,False,0.6573549512513326,1.1848660342523825,-0.30520386
SDHC,ENSG00000143252.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,161314381.0,161363206.0,True,False,0.6571933855316912,0.9987271299070097,-0.7912869
OXNAD1,ENSG00000154814.13_3,Gene Expression,GRCh37_liftover_v28,False,chr3,16265160.0,16350299.0,True,True,0.6565228742902194,1.5074064229504152,0.53707796
COPS6,ENSG00000168090.9_2,Gene Expression,GRCh37_liftover_v28,False,chr7,100088969.0,100092187.0,True,False,0.6564936338896318,1.0819759089371699,-0.5738911
COMMD3,ENSG00000148444.15_3,Gene Expression,GRCh37_liftover_v28,False,chr10,22316386.0,22320306.0,True,False,0.6561553548262378,1.085857878448853,-0.5637537
RAB10,ENSG00000084733.10_2,Gene Expression,GRCh37_liftover_v28,False,chr2,26034084.0,26137454.0,True,False,0.6551859411486772,1.0040358990638907,-0.7774236
DDX21,ENSG00000165732.12_3,Gene Expression,GRCh37_liftover_v28,False,chr10,68956135.0,68985068.0,True,False,0.6549738065363675,1.2012939519661736,-0.262304
PPP1R12A,ENSG00000058272.17_4,Gene Expression,GRCh37_liftover_v28,False,chr12,79773563.0,79935460.0,True,False,0.6549443222206255,1.2155909647450343,-0.2249688
SYNE2,ENSG00000054654.16_4,Gene Expression,GRCh37_liftover_v28,False,chr14,63761899.0,64226433.0,True,True,0.6538748915006344,1.577775736367594,0.72084033
AIP,ENSG00000110711.9_4,Gene Expression,GRCh37_liftover_v28,False,chr11,67468174.0,67491154.0,True,False,0.6536739754397655,1.1552233042368394,-0.38261288
IER5,ENSG00000162783.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,181088700.0,181092900.0,True,True,0.6533533683467397,1.5686512303007984,0.6970126
ODC1,ENSG00000115758.12_3,Gene Expression,GRCh37_liftover_v28,False,chr2,10439968.0,10448327.0,True,False,0.653293450281555,1.3509023919093082,0.1283834
TNFSF13B,ENSG00000102524.11_3,Gene Expression,GRCh37_liftover_v28,False,chr13,108251240.0,108308484.0,True,True,0.6531913035486525,1.6071894840949856,0.7976514
TNFAIP8,ENSG00000145779.7_4,Gene Expression,GRCh37_liftover_v28,False,chr5,119268692.0,119399688.0,True,False,0.6529422588797283,1.2402881388742284,-0.16047461
TMEM243,ENSG00000135185.11_3,Gene Expression,GRCh37_liftover_v28,False,chr7,87196160.0,87220587.0,True,False,0.651385855788323,1.2081796669790328,-0.24432266
IK,ENSG00000113141.17_3,Gene Expression,GRCh37_liftover_v28,False,chr5,140647058.0,140662480.0,True,False,0.6504716166083677,1.16223121917297,-0.3643124
SKAP1,ENSG00000141293.15_3,Gene Expression,GRCh37_liftover_v28,False,chr17,48133442.0,48430275.0,True,False,0.6497922910205082,1.4294593997185114,0.33352712
COMMD7,ENSG00000149600.11_3,Gene Expression,GRCh37_liftover_v28,False,chr20,32702699.0,32743467.0,True,False,0.6490997492979148,1.1929258523893582,-0.28415647
PDCD5,ENSG00000105185.11_2,Gene Expression,GRCh37_liftover_v28,False,chr19,32581190.0,32587453.0,True,False,0.6488795918584889,1.0452254288642404,-0.66986126
WASF2,ENSG00000158195.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,27404230.0,27490167.0,True,False,0.6487978771546089,1.0474380910674972,-0.6640831
DOK2,ENSG00000147443.12_3,Gene Expression,GRCh37_liftover_v28,False,chr8,21908873.0,21913690.0,True,False,0.6486498362347993,1.3319417281264285,0.07886953
TXNL1,ENSG00000091164.12_3,Gene Expression,GRCh37_liftover_v28,False,chr18,56597209.0,56651600.0,True,False,0.6468190776970774,0.9636100738839993,-0.88299155
RAD21,ENSG00000164754.14_3,Gene Expression,GRCh37_liftover_v28,False,chr8,116845934.0,116874776.0,True,False,0.6467872088392796,1.215399310181919,-0.22546929
PHB2,ENSG00000215021.8_2,Gene Expression,GRCh37_liftover_v28,False,chr12,6965327.0,6970780.0,True,False,0.64666435229049,0.9923520869583083,-0.8079347
CD4,ENSG00000010610.9_3,Gene Expression,GRCh37_liftover_v28,False,chr12,6786858.0,6820799.0,True,False,0.6466042922930941,1.3502212942904628,0.12660478
EWSR1,ENSG00000182944.17_4,Gene Expression,GRCh37_liftover_v28,False,chr22,29268009.0,29300525.0,True,False,0.6460280483384285,1.1218523873664368,-0.46975768
NASP,ENSG00000132780.16_4,Gene Expression,GRCh37_liftover_v28,False,chr1,45583846.0,45618904.0,True,False,0.6458966030850646,1.3172632576738512,0.040538177
CDKN1B,ENSG00000111276.10_3,Gene Expression,GRCh37_liftover_v28,False,chr12,12685498.0,12722369.0,True,False,0.6457946742429245,1.232593434486334,-0.18056856
